run,epoch,loss,val_loss,dice_coef,soft_recall,val_dice_coef,val_soft_recall
model_v2C,3,0.0121270632371306,0.0087100677192211,0.0901099741458892,0.4010282754898071,0.0676469281315803,0.3881904780864715
model_v2C,4,0.0118833612650632,0.0086693698540329,0.0913783982396125,0.4028216004371643,0.068755105137825,0.3763565421104431
model_v2C,5,0.0117305982857942,0.0083948513492941,0.0922163128852844,0.4040277898311615,0.0690782219171524,0.3919518291950226
model_v2C,6,0.0116044329479336,0.0084543116390705,0.0930268764495849,0.4050840139389038,0.070113867521286,0.373339980840683
model_v2C,7,0.0115103088319301,0.0082053616642951,0.0936474278569221,0.4058630168437958,0.0682538226246833,0.3882918953895569
model_v2C,8,0.0114405853673815,0.0081320824101567,0.0940549299120903,0.4064958393573761,0.072001077234745,0.3870532512664795
model_v2C,9,0.0113800661638379,0.008085056208074,0.0945524871349334,0.4071554541587829,0.0725481882691383,0.3862667083740234
model_v2D,0,0.016023090109229,0.0104249948635697,0.0715415030717849,0.3635121881961822,0.0570755451917648,0.3915003538131714
model_v2D,1,0.0132357655093073,0.0095298523083329,0.0847759917378425,0.3924799561500549,0.0655586719512939,0.3904719352722168
model_v2D,2,0.0124901216477155,0.0088809337466955,0.0881623476743698,0.3980675935745239,0.064092718064785,0.3871406614780426
model_v2D,3,0.0120912389829754,0.0086178192868828,0.0900616496801376,0.4009512662887573,0.068356916308403,0.3859661817550659
model_v2D,4,0.0118349436670541,0.0087289940565824,0.0914600417017936,0.4028701484203338,0.0695985108613967,0.3740012645721435
model_v2D,5,0.0116680888459086,0.0083422800526022,0.0923765897750854,0.4042794108390808,0.069936566054821,0.3846100270748138
model_v2D,6,0.0115372408181428,0.0082608824595808,0.0931525528430938,0.4053427278995514,0.070615641772747,0.3838862180709839
model_v2D,7,0.0114374980330467,0.0081627387553453,0.0938253924250602,0.4061312973499298,0.0715550482273101,0.3853640258312225
model_v2D,8,0.0113628581166267,0.0081075271591544,0.0942962244153022,0.4068115353584289,0.0691946074366569,0.4008583426475525
model_v2D,9,0.0112980082631111,0.0080284168943762,0.0947905331850051,0.4075015187263489,0.0695508494973182,0.3888355195522308
model_v2E,0,0.7286529541015625,0.6918984651565552,0.2136679291725158,0.5384619832038879,0.2494419068098068,0.5042670965194702
model_v2E,1,0.6709664463996887,0.6795769929885864,0.2690435945987701,0.5208518505096436,0.2619019448757171,0.5083740949630737
model_v2E,2,0.6619362831115723,0.6716601252555847,0.2768331170082092,0.5315336585044861,0.2818501591682434,0.457928329706192
model_v2E,3,0.6568412184715271,0.6670823097229004,0.2813347578048706,0.5372439026832581,0.2814305424690246,0.4818490445613861
model_v2E,4,0.6535499095916748,0.6663891673088074,0.2842456400394439,0.5411741137504578,0.2815638184547424,0.4843697547912597
model_v2E,5,0.6509140133857727,0.6615191698074341,0.2863797843456268,0.5453254580497742,0.2825171947479248,0.5062980651855469
model_v2E,6,0.6489896774291992,0.6599528789520264,0.2883010506629944,0.5464926958084106,0.2863752245903015,0.497887521982193
model_v2E,7,0.6474937796592712,0.6593789458274841,0.2894767522811889,0.5493420362472534,0.2807009518146515,0.5283452272415161
model_v2E,8,0.646265983581543,0.6645379066467285,0.2906740009784698,0.5504180788993835,0.2889822423458099,0.4652685821056366
model_v2E,9,0.6449466347694397,0.6617355346679688,0.2917478084564209,0.5526397228240967,0.2903851866722107,0.4720966815948486
model_v2F,0,0.6787666082382202,0.6453071236610413,0.1996452957391739,0.6098985075950623,0.2296527028083801,0.5788838267326355
model_v2F,1,0.6183483600616455,0.6342745423316956,0.2518076300621032,0.6030843257904053,0.2490341663360595,0.5501225590705872
model_v2F,2,0.6082485318183899,0.625368058681488,0.2594735622406006,0.6135391592979431,0.2707469463348388,0.5191212296485901
model_v2F,3,0.6027389764785767,0.6208930611610413,0.2636697590351105,0.6193467974662781,0.2533154785633087,0.5874712467193604
model_v2F,4,0.599090039730072,0.6213434934616089,0.2663785815238952,0.6237239837646484,0.2629472911357879,0.553508996963501
model_v2F,5,0.5963361859321594,0.6151466369628906,0.2686125934123993,0.6263957023620605,0.2605403065681457,0.5837718844413757
model_v2F,6,0.5940746665000916,0.6121904850006104,0.2704086601734161,0.6286938786506653,0.2729272544384002,0.5563294887542725
model_v2F,7,0.5923426747322083,0.6120349168777466,0.2716953158378601,0.6309331655502319,0.2721308469772339,0.5591405630111694
model_v2F,8,0.5908244252204895,0.6162851452827454,0.2726837694644928,0.6334298253059387,0.2669282555580139,0.5608354806900024
model_v2F,9,0.5895746946334839,0.6100163459777832,0.2738682329654693,0.6342726349830627,0.2707791626453399,0.5704947113990784
model_v2G,0,0.6568317413330078,0.6170097589492798,0.2131922990083694,0.5382669568061829,0.2404041588306427,0.5347411036491394
model_v2G,1,0.5874088406562805,0.6004263758659363,0.2688758969306946,0.5206269025802612,0.2703329026699066,0.4546959400177002
model_v2G,2,0.576921820640564,0.5859041810035706,0.2767278850078583,0.5309298038482666,0.2777723968029022,0.4852010309696197
model_v2G,3,0.570955216884613,0.5851160883903503,0.2812269628047943,0.5369950532913208,0.2726279497146606,0.5150160193443298
model_v2G,4,0.5670769810676575,0.5829406976699829,0.2840986549854278,0.5415019392967224,0.2756794691085815,0.5093072056770325
model_v2G,5,0.5640644431114197,0.5790575742721558,0.286346435546875,0.544947624206543,0.2842598259449005,0.4877929389476776
model_v2G,6,0.5617682337760925,0.5742716193199158,0.2882459759712219,0.5466530323028564,0.2874881029129028,0.494362324476242
model_v2G,7,0.5600874423980713,0.5735006928443909,0.2894083559513092,0.5493838787078857,0.2848252356052398,0.5096551179885864
model_v2G,8,0.5585619807243347,0.5761714577674866,0.2906821966171264,0.5506133437156677,0.2892210483551025,0.4801867008209228
model_v2G,9,0.5570093989372253,0.5741141438484192,0.2918681204319,0.5524011254310608,0.2903744578361511,0.4832524061203003
model_v2H,0,0.0171552971005439,0.0102726146578788,0.0658880919218063,0.3553009331226349,0.056772843003273,0.3701737523078918
model_v2H,1,0.0133829526603221,0.009530178271234,0.0821139886975288,0.3875041604042053,0.0627303719520568,0.3888324797153473
model_v2H,2,0.0125919952988624,0.0089792134240269,0.0865953639149665,0.3952459394931793,0.0622410550713539,0.3934435546398163
model_v2H,3,0.0121772978454828,0.0086893802508711,0.0888684839010238,0.3989891111850738,0.0701395869255065,0.3817400336265564
model_v2H,4,0.0119108324870467,0.0087386323139071,0.0904113128781318,0.4013394117355346,0.0699389725923538,0.3687611222267151
model_v2H,5,0.0117368390783667,0.0083692017942667,0.0914222598075866,0.4029982388019562,0.0684181451797485,0.3869054615497589
model_v2H,6,0.0115996859967708,0.0083017535507678,0.0922744572162628,0.4042280614376068,0.0674785375595092,0.3873592615127563
model_v2H,7,0.0114957988262176,0.0082010757178068,0.0929977297782898,0.4051442444324493,0.069787748157978,0.3917353451251983
model_v2H,8,0.0114194164052605,0.0081112012267112,0.0934956893324852,0.4058922231197357,0.0712062120437622,0.3956328928470611
model_v2H,9,0.011347516439855,0.0080859875306487,0.0941066965460777,0.4066660106182098,0.0693944245576858,0.3836326897144317
